"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",2.66893890510291,2.44712727872689,2.2183522737123,1.98435192132343,1.74686425282458,1.50762729948005,1.26837909255411,1.03085766331108,0.796801043015242,0.56794726293089,0.346034354322319,0.132800348453823,-0.070016723410303,-0.260678830005766,-0.437447940068272,-0.598586022333527,-0.742355045537238,-0.867016978415108,-0.970833789702847,-1.05206744813616,-1.10898509912772,-1.14095134360919,-1.14977935072195,-1.13761359693388,-1.10659855871286,-1.05887871252677,-0.996598534843489,-0.921902502130885,-0.836935090856837,-0.743840777489226,-0.644764038495926,-0.541849350344814,-0.437241189503768,-0.333084032440665,-0.231522355623381,-0.134700635519794,-0.0447633485977807,0.0361450286747828,0.105880019830019,0.16229714840005,0.203289489803211,0.228209949034255,0.238307801341553,0.234959059589435,0.219539736642228,0.193425845364264,0.157993398619872,0.11461840927338,0.0646768901891186,0.00954485423141667,-0.0494016857353961,-0.11078671684699,-0.173234226239037,-0.235368201047206,-0.295812628407168,-0.353191495454594,-0.406128789325154,-0.45324849715452,-0.493174606078361,-0.524531103232348,-0.546021470818422,-0.557538672770871,-0.559891338416948,-0.553911651177621,-0.540431794473852,-0.520283951726609,-0.494300306356855,-0.463313041785556,-0.428154341433678,-0.389656388722185,-0.348651367072042,-0.305971459904216,-0.26244885063967,-0.21891572269937,-0.176204259504282,-0.13514664447537,-0.0965750610335996,-0.0613216925999359,-0.0302187225953442,-0.00409833444078964,0.0163456514913936,0.0314420042351576,0.0419778204230438,0.0487423586102292,0.0525248773518905,0.0541146352032036,0.0543008907193454,0.0538729024554925,0.0536199289668212,0.0543312288085084,0.0567960605357304,0.0618036827036639,0.0701433538674851,0.082604332582371,0.0999758774034981,0.123047246886043,0.152607699585181,0.189446494056091,0.234352888853947,0.288116142533928
"2",2.68723182383109,2.46836456429432,2.24166269998153,2.00892949368195,1.77196820818482,1.53258210627937,1.29257445075484,1.05374850440046,0.817907530005452,0.586854790359062,0.362393548250518,0.146327066469054,-0.059541392196097,-0.253408564955702,-0.433471189020528,-0.597926001601342,-0.74496973990891,-0.872799141154,-0.97961094254738,-1.06360188129981,-1.12297398283816,-1.15705037440015,-1.1676555094336,-1.15695228721606,-1.12710360702503,-1.08027236813807,-1.01862146983268,-0.944313811386403,-0.859512292076762,-0.766379811181288,-0.667079267977506,-0.563773561742946,-0.458625591755134,-0.353798257291599,-0.251454457629869,-0.153757092047471,-0.0628690598219338,0.0190467397692148,0.0898274074484472,0.147310043938235,0.189369510197502,0.215348596377238,0.22649698456925,0.224191797663369,0.209810158549426,0.184729190117255,0.150326015256686,0.107977756857552,0.0590615378096838,0.00495448100291328,-0.0529662906729275,-0.113323654328007,-0.174740487072493,-0.235839666016554,-0.295244068270359,-0.351576570944075,-0.40346005114787,-0.449517385991914,-0.488371452586374,-0.518645128041418,-0.539040884598637,-0.549452173503121,-0.550689263995228,-0.543586009057963,-0.528976261674325,-0.507693874827319,-0.480572701499947,-0.448446594675211,-0.412149407336112,-0.372514992465656,-0.330377203046842,-0.286569892062675,-0.241926912496155,-0.197282117330286,-0.153469359548071,-0.111322492132511,-0.0716753680666088,-0.0353618403333673,-0.00321576191578889,0.0239290142031241,0.0453750156091305,0.0614327075289887,0.0728643158234776,0.0804341972997639,0.084906708765014,0.0870462070263937,0.0876170488910697,0.0873835911662081,0.0871101906589753,0.0875612041765376,0.0895009885260613,0.0936939005147126,0.100904296949658,0.111896534638063,0.127434970387095,0.14828396100392,0.175207863295704,0.208971034069613,0.250337830132814,0.300072608292473
"3",2.65868852398043,2.44253174218938,2.21851300734586,1.98842702434803,1.75406849809407,1.51723213348212,1.27971263541037,1.04330470877696,0.809803058480065,0.581002389417847,0.358697406488469,0.144682814590094,-0.0592466813791154,-0.251296376520995,-0.429671565937381,-0.592577544730111,-0.738219608001021,-0.864803050851948,-0.970533168384729,-1.0536152557012,-1.11225986989514,-1.14579311035321,-1.15602999865321,-1.1451223238576,-1.1152218750288,-1.06848044122928,-1.00704981152148,-0.933081774967849,-0.848728120630829,-0.756140637572869,-0.657471114856417,-0.554871341543919,-0.450493106697822,-0.346488199380573,-0.245008408654619,-0.148205523582406,-0.0582313332263819,0.0227623733510068,0.0926238070873133,0.14920117892009,0.190380347636609,0.215510732181892,0.225842967911678,0.2227547516745,0.207623780318892,0.181827750693387,0.14674435964652,0.103751304026823,0.0542262806828296,-0.000453013536925943,-0.0589088817839105,-0.11976362720959,-0.181639552965432,-0.243158962202902,-0.302944158073467,-0.359617443728593,-0.411801122319747,-0.458117496998395,-0.497188870916004,-0.52763754722404,-0.548165719207398,-0.558670973258583,-0.55997111175145,-0.552907608210501,-0.538321936160236,-0.517055569125157,-0.489949980629765,-0.45784664419856,-0.421587033356045,-0.382012621626721,-0.339964882535088,-0.296285289605648,-0.251815316362903,-0.207396436331352,-0.163870123035498,-0.122077849999842,-0.0828610907488845,-0.0470613188071271,-0.015520007699071,0.0109213690507824,0.0315597681126967,0.0467152318151153,0.0571663525066383,0.0636938855076599,0.0670785861385737,0.0681012097197732,0.0675425115716525,0.066183247014605,0.0648041713690243,0.0641860399553044,0.0651096080938389,0.0683556311050215,0.0747048643092459,0.0849380630269059,0.099835982578395,0.120179378284107,0.146749005464436,0.180325619439775,0.221689975530518,0.271622829057059
"4",2.69246956151404,2.47162253952653,2.24320653055887,2.00900885123131,1.77081681816414,1.53041774797761,1.289598957292,1.05014776272758,0.81385148090463,0.582497428443406,0.357872921964185,0.141765278087236,-0.0640381865671693,-0.257750155378761,-0.437583311727269,-0.601750338992422,-0.748463920553951,-0.875936739791582,-0.982381480085049,-1.06601082481408,-1.12504272253544,-1.158811339339,-1.16914127005583,-1.15819408084779,-1.12813133787671,-1.08111460730443,-1.0193054552928,-0.944865448003642,-0.859956151598809,-0.766739132240138,-0.667375956089465,-0.564028189308633,-0.458857398059478,-0.354025148503843,-0.251693006803565,-0.154022539120484,-0.0631753116164406,0.0186871095467267,0.0894031582071783,0.146811268203074,0.188787622469866,0.214675900100177,0.225726109599805,0.223315662677903,0.208821971043626,0.183622446406127,0.14909450047456,0.106615544958079,0.0575629915658386,0.00331425200699118,-0.0547532620093088,-0.115262138773907,-0.176834966577651,-0.238094333711385,-0.297662828465957,-0.354163039132212,-0.406217554000997,-0.452448961363157,-0.49147984950954,-0.52193280673099,-0.542510087391198,-0.553105986351222,-0.554532433607464,-0.547624963918656,-0.533219112043527,-0.512150412740805,-0.485254400769221,-0.453366610887504,-0.417322577854383,-0.377957836428588,-0.336107921368848,-0.292608367433892,-0.248294709382449,-0.20400248197325,-0.160567219965024,-0.1188244581165,-0.0796097311864071,-0.043758573933475,-0.0121065211164333,0.0145108925059887,0.0353944097467814,0.0508519498474264,0.0616428515057262,0.0685285827565423,0.0722706116347358,0.0736304061751676,0.073369434412699,0.0722491643821909,0.0710310641185046,0.0704766016565014,0.071347245031042,0.0744044622769879,0.0804097214291999,0.0901244905225394,0.104310237591867,0.123728430672045,0.149140537797933,0.181308027004393,0.220992366326286,0.268955023798473
"5",2.66785445729486,2.45305390767572,2.23001905612279,2.00057183433543,1.76653417401297,1.52972800685479,1.29197526456023,1.05509787882864,0.820917781359379,0.591256903851798,0.367937178005248,0.152780535519085,-0.0523910919073393,-0.245755772574672,-0.42549157478356,-0.589776566834651,-0.73678881702859,-0.864706393666026,-0.971707365047606,-1.05596979947398,-1.11567707250656,-1.1501376989919,-1.16117052812493,-1.15093407379043,-1.12158684987316,-1.07528737025791,-1.01419414882946,-0.940465699472578,-0.856260536072043,-0.763737172512634,-0.665054122679126,-0.562369900456297,-0.457843019728923,-0.353631994381781,-0.251895338299648,-0.154791565367301,-0.064479189469516,0.0168832755089293,0.0871373156832586,0.144124417168695,0.18572376715059,0.211280181915563,0.222042381791748,0.219386328218966,0.204687982637035,0.179323306485776,0.144668261205009,0.102098808234553,0.05299090901423,-0.00127947501614189,-0.0593363824167421,-0.119803851747751,-0.181305921569347,-0.242466630441713,-0.301910016925027,-0.35826011957947,-0.410140976965221,-0.456176627642461,-0.494991110171369,-0.525208463112127,-0.54553252776605,-0.555861230894441,-0.557011708610218,-0.549824742282938,-0.535141113282152,-0.513801602977416,-0.486646992738284,-0.45451806393431,-0.418255597935048,-0.378700376110052,-0.336693179828875,-0.293074790461073,-0.248685989376199,-0.204367557943807,-0.160960277533452,-0.119304929514687,-0.0802422952570662,-0.0446131561301443,-0.0132582935034751,0.0129815112533873,0.0334052030854179,0.0483443917309075,0.0585935303450242,0.0649492553066006,0.0682082029944699,0.0691670097874639,0.068622312064416,0.0673707462041584,0.066208948585524,0.0659335555873455,0.0673412035884556,0.0712285289676867,0.0783921681038716,0.0896287573758432,0.105734933162434,0.127507331842477,0.155742589794804,0.191237343398248,0.234788229031642,0.287191883073819
"6",2.67143083020936,2.45781133772873,2.23561845296014,2.00670141180474,1.77290945016367,1.53609180393808,1.29809770902912,1.06077640133793,0.825977116765651,0.595549091213431,0.371341560582417,0.155203760773752,-0.0510150723114166,-0.245465702771945,-0.426298894706689,-0.591665412214502,-0.73971601939424,-0.868601480344756,-0.976472559164907,-1.06148001995355,-1.12177998762892,-1.15666508081922,-1.16796358572253,-1.15784688097766,-1.12848634522344,-1.08205335709866,-1.02071929524215,-0.946655538292735,-0.862033464889216,-0.769024453670414,-0.669799883275145,-0.566531132342225,-0.461389579510468,-0.356546603418693,-0.254173582705712,-0.156441896010344,-0.065522921971403,0.0164119607722949,0.0871913735819337,0.144643937818698,0.186636176907257,0.212508056990297,0.223513598416538,0.221034740998971,0.20645342455058,0.181151588884356,0.146511173813284,0.103914119150352,0.0547423647085485,0.000377850300860266,-0.0577974842597245,-0.118401699160219,-0.180052854587634,-0.241369010728985,-0.300968227771281,-0.357468565901537,-0.409488085306764,-0.455644846173976,-0.494556908690183,-0.524842333042399,-0.545199360343171,-0.555525975924151,-0.55664373059259,-0.54939793246701,-0.534633889665932,-0.513196910307875,-0.485932302511362,-0.453685374394913,-0.417301434077049,-0.377625789676292,-0.33550374931116,-0.291780621100177,-0.247301713161862,-0.202912333614737,-0.159457790577323,-0.117783392168139,-0.0787344465057083,-0.0431562617085504,-0.0118941458951867,0.014206592815862,0.0344419155208916,0.0491518511069524,0.0591443827351753,0.0652297008981725,0.0682179960885564,0.068919458798939,0.0681442795219331,0.0667026487501506,0.0654047569762038,0.065060794692705,0.0664809523922668,0.0704754205675011,0.0778543897110203,0.0894280503154369,0.106006592873363,0.128400207877411,0.157419085820193,0.193873417194321,0.238573392492408,0.292329202207067
"7",2.66900472420755,2.4558688596707,2.23414834406023,2.00569100198717,1.77234465806253,1.53595713689735,1.29837626310264,1.06144986128943,0.827025756068756,0.596951772051626,0.373075733849071,0.157245466072114,-0.0486912066682185,-0.242886459760904,-0.423492468594919,-0.588661408559237,-0.736545455042835,-0.865296783434689,-0.973067569123774,-1.05800998749907,-1.1182815685368,-1.15317501471265,-1.16451574827695,-1.15447188506479,-1.12521154091123,-1.07890283165136,-1.01771387312026,-0.943812781152992,-0.859367671584641,-0.766546660250285,-0.667517862985,-0.564449395623861,-0.459509374001946,-0.354865913954333,-0.252687131316097,-0.155141141922317,-0.0643960616080682,0.0173799937915721,0.088018908441527,0.145352566506719,0.187250693916792,0.213054115204855,0.224014664022349,0.221511889976642,0.206925342675104,0.181634571725103,0.147019126734008,0.104458557309188,0.0553324130580121,0.00102024358784805,-0.057098401493935,-0.117643972579968,-0.179236920062882,-0.240497694335309,-0.30004674578988,-0.356504524819225,-0.408491481815977,-0.454628067172766,-0.493534731282225,-0.523831924536982,-0.544220130227494,-0.55459736093017,-0.555783489637087,-0.548622102791534,-0.533956786836797,-0.512631128216162,-0.485488713372917,-0.453373128750349,-0.417127960791743,-0.377596795940388,-0.335623220639569,-0.292050821332574,-0.247723184462689,-0.203483896473201,-0.160176543807397,-0.118644712908564,-0.0797319902199878,-0.0442819621849561,-0.0131382152467554,0.0128556641513276,0.0329971699525435,0.0476264683318966,0.0575510542447961,0.0635806270276915,0.066524886017032,0.0671935305492666,0.0663962599608446,0.0649427735882152,0.0636427707678274,0.0633059508361307,0.0647420131295743,0.0687606569846072,0.0761715817376784,0.0877844867252378,0.104409071283734,0.126855034749616,0.155932076459333,0.192449895749335,0.237218191956071,0.29104666441599
"8",2.66955882036513,2.45723155509973,2.23613516548402,2.0081313398478,1.77508176652085,1.53884813383296,1.30129213011393,1.06427544369352,0.829659762901544,0.599306776067778,0.375078171522011,0.158835637594033,-0.0475591373863686,-0.242244465089407,-0.423358657185293,-0.589040025344239,-0.737426881236458,-0.866657536532161,-0.974870302901561,-1.06020349201487,-1.1208007957845,-1.15594651747038,-1.16746981489545,-1.1575441813838,-1.12834311025954,-1.08204009484674,-1.0208086284695,-0.946822204451901,-0.862254316118039,-0.769278456792001,-0.670068119797877,-0.566796798459756,-0.461637986101729,-0.356765176047884,-0.254351861622312,-0.156571536149101,-0.0655976929523417,0.016396174643877,0.0872365733154654,0.144750009738334,0.186800914935299,0.212728028915153,0.223785271205444,0.221354556004531,0.206817797510771,0.181556909922523,0.146953807438144,0.104390404255992,0.0552486145744248,0.000910352591800306,-0.0572424674935235,-0.117827931483189,-0.179464125178838,-0.240769134382113,-0.300361044894657,-0.35685794251811,-0.408877913054116,-0.455039042304317,-0.493959416070354,-0.52425712015387,-0.544630441236859,-0.554977708803603,-0.556121047663911,-0.548906345851399,-0.534179491399685,-0.512786372342384,-0.485572876713112,-0.453384892545487,-0.417068307873124,-0.377469010729641,-0.335432889148652,-0.291805831163775,-0.247433724808627,-0.203162458116822,-0.159837919121979,-0.118305995857713,-0.07941257635764,-0.0440035486553772,-0.0129248007845412,0.0129777792212522,0.0330006600682429,0.047492415743175,0.057273176933567,0.0631652986509981,0.0659911359070477,0.0665730437132947,0.0657333770813184,0.0642944910226979,0.0630787405490124,0.0629084806718411,0.0646060664027629,0.0689938527533575,0.0768941947352033,0.0891294473598802,0.106521965638967,0.129894104584043,0.160068219206687,0.197866664518479,0.244111795530997,0.299625967255821
"9",2.66937829959295,2.4567447547582,2.23542716574263,2.00728062890937,1.77416024062158,1.53792109724239,1.30041829513495,1.0635069306624,0.829042100187901,0.598878900074582,0.374872426685593,0.158877776384077,-0.0472499544668187,-0.241655669503951,-0.422484272364175,-0.587880666684344,-0.735989756101316,-0.864956444251945,-0.972925634773087,-1.05804223130159,-1.1184565055947,-1.15345677092896,-1.16487046151794,-1.15486857127913,-1.12562209413004,-1.07930202398818,-1.01807935477105,-0.944125080396158,-0.859610194781003,-0.766705691843094,-0.667582565499933,-0.564411809669027,-0.459364418267878,-0.354611385213993,-0.252323704424874,-0.154672369818028,-0.0638283753109591,0.0180372851788288,0.088753617733831,0.146149628436542,0.188092214314547,0.213921282885734,0.22489023439495,0.222380351026713,0.207772914965542,0.182449208395956,0.147790513502474,0.105178112469614,0.0559932874818957,0.00161732072383718,-0.0565685056200424,-0.117182909365224,-0.178844608327189,-0.24017232032142,-0.299784763163396,-0.356300654668599,-0.40833871265251,-0.454517654930611,-0.493456199318383,-0.523773063631307,-0.544167138802075,-0.554536943146852,-0.555704470517092,-0.548515469761947,-0.533815689730565,-0.512450879272095,-0.485266787235686,-0.453109162470489,-0.416823753825652,-0.377256310150324,-0.335252580293655,-0.291658313104794,-0.247319257432891,-0.203081162127095,-0.159789776036554,-0.118290848010419,-0.079430126897838,-0.0440533615479613,-0.0130063008099378,0.0128653064670833,0.0328581038696891,0.0473211040798322,0.0570749947228419,0.0629426883058564,0.065747097336014,0.0663111343204524,0.0654577117663099,0.0640097421807242,0.0627901380708333,0.0626218119437759,0.0643276763066894,0.068730643666712,0.0766536265309816,0.0889195374066366,0.106351288800815,0.129771793220654,0.160003963173293,0.197870711165869,0.24419494970552,0.299799591299385
